Hauljoin,Pred_nodc,Pred_specn,Prey_nodc,Pred_len,Year,Month,day,region,Pred_name,Prey_Name,Vessel,Cruise,Haul,Rlat,Rlong,Gear_depth,Bottom_depth,Start_hour,Surface_temp,Gear_temp,INPFC_Area,Stationid,Start_date,Prey_sz1,Prey_sex
11010128,8791030401,83,6187010302,70,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,100,199601,15,53.8,-166.39,249,249,10,5.8,4.7,610,44-36,5/25/96 0:00,20,2
11010128,8791030401,83,6187010302,70,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,100,199601,15,53.8,-166.39,249,249,10,5.8,4.7,610,44-36,5/25/96 0:00,22,2
11010128,8791030401,83,6187010302,70,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,100,199601,15,53.8,-166.39,249,249,10,5.8,4.7,610,44-36,5/25/96 0:00,34,2
11010128,8791030401,85,6187010302,72,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,100,199601,15,53.8,-166.39,249,249,10,5.8,4.7,610,44-36,5/25/96 0:00,30,2
11010128,8791030401,85,6187010302,72,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,100,199601,15,53.8,-166.39,249,249,10,5.8,4.7,610,44-36,5/25/96 0:00,53,2
11010128,8791030401,84,6187010302,85,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,100,199601,15,53.8,-166.39,249,249,10,5.8,4.7,610,44-36,5/25/96 0:00,24,2
11010128,8791030401,89,6187010302,62,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,100,199601,15,53.8,-166.39,249,249,10,5.8,4.7,610,44-36,5/25/96 0:00,18,1
11010128,8791030401,89,6187010302,62,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,100,199601,15,53.8,-166.39,249,249,10,5.8,4.7,610,44-36,5/25/96 0:00,23,1
11010128,8791030401,89,6187010302,62,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,100,199601,15,53.8,-166.39,249,249,10,5.8,4.7,610,44-36,5/25/96 0:00,25,1
11010128,8791030401,89,6187010302,62,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,100,199601,15,53.8,-166.39,249,249,10,5.8,4.7,610,44-36,5/25/96 0:00,44,2
11010128,8791030401,89,6187010302,62,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,100,199601,15,53.8,-166.39,249,249,10,5.8,4.7,610,44-36,5/25/96 0:00,67,2
11010128,8791030401,85,8791030701,72,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Walleye pollock Gadus chalcogrammus,100,199601,15,53.8,-166.39,249,249,10,5.8,4.7,610,44-36,5/25/96 0:00,324.07,6
11010128,8791030401,87,8791030701,80,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Walleye pollock Gadus chalcogrammus,100,199601,15,53.8,-166.39,249,249,10,5.8,4.7,610,44-36,5/25/96 0:00,379.93,6
11010128,8791030401,84,8791030701,85,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Walleye pollock Gadus chalcogrammus,100,199601,15,53.8,-166.39,249,249,10,5.8,4.7,610,44-36,5/25/96 0:00,327.01,6
11010128,8791030401,89,8793010000,62,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Zoarcidae (eelpout) ,100,199601,15,53.8,-166.39,249,249,10,5.8,4.7,610,44-36,5/25/96 0:00,82,3
11014727,8791030401,102,8831020000,53,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Cottidae (sculpin) ,100,199601,17,53.73,-165.54,89,89,16,5.4,4.5,610,54-35,5/25/96 0:00,44,3
11014727,8791030401,102,8831020000,53,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Cottidae (sculpin) ,100,199601,17,53.73,-165.54,89,89,16,5.4,4.5,610,54-35,5/25/96 0:00,54,3
11014727,8791030401,105,8826010100,67,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Scorpaenidae (rockfish) Sebastes sp.,100,199601,17,53.73,-165.54,89,89,16,5.4,4.5,610,54-35,5/25/96 0:00,124,3
11014727,8791030401,114,8831020000,60,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Cottidae (sculpin) ,100,199601,17,53.73,-165.54,89,89,16,5.4,4.5,610,54-35,5/25/96 0:00,50,3
11010130,8791030401,122,8831020000,63,1996,5,25,GOA,Gadus macrocephalus (Pacific cod),Cottidae (sculpin) ,100,199601,18,53.57,-165.66,134,134,18,,,610,53-31,5/25/96 0:00,49,3
11015432,8791030401,7,8845010100,64,1993,7,20,GOA,Gadus macrocephalus (Pacific cod),Ammodytidae (sandlance) Ammodytes sp.,90,199301,193,56.4,-154.43,33,33,18,10.2,10.2,620,188-97,7/20/93 0:00,81,
11015432,8791030401,10,8845010100,54,1993,7,20,GOA,Gadus macrocephalus (Pacific cod),Ammodytidae (sandlance) Ammodytes sp.,90,199301,193,56.4,-154.43,33,33,18,10.2,10.2,620,188-97,7/20/93 0:00,89,
11015432,8791030401,10,8845010100,54,1993,7,20,GOA,Gadus macrocephalus (Pacific cod),Ammodytidae (sandlance) Ammodytes sp.,90,199301,193,56.4,-154.43,33,33,18,10.2,10.2,620,188-97,7/20/93 0:00,56,
11015432,8791030401,11,8845010100,69,1993,7,20,GOA,Gadus macrocephalus (Pacific cod),Ammodytidae (sandlance) Ammodytes sp.,90,199301,193,56.4,-154.43,33,33,18,10.2,10.2,620,188-97,7/20/93 0:00,89,
11015432,8791030401,11,8845010100,69,1993,7,20,GOA,Gadus macrocephalus (Pacific cod),Ammodytidae (sandlance) Ammodytes sp.,90,199301,193,56.4,-154.43,33,33,18,10.2,10.2,620,188-97,7/20/93 0:00,48,
11015432,8791030401,11,8845010100,69,1993,7,20,GOA,Gadus macrocephalus (Pacific cod),Ammodytidae (sandlance) Ammodytes sp.,90,199301,193,56.4,-154.43,33,33,18,10.2,10.2,620,188-97,7/20/93 0:00,102,
11015432,8791030401,11,8845010100,69,1993,7,20,GOA,Gadus macrocephalus (Pacific cod),Ammodytidae (sandlance) Ammodytes sp.,90,199301,193,56.4,-154.43,33,33,18,10.2,10.2,620,188-97,7/20/93 0:00,87,
11015432,8791030401,11,8845010100,69,1993,7,20,GOA,Gadus macrocephalus (Pacific cod),Ammodytidae (sandlance) Ammodytes sp.,90,199301,193,56.4,-154.43,33,33,18,10.2,10.2,620,188-97,7/20/93 0:00,65,
11012369,8791030401,60,8755030201,56,1990,7,26,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,19,199001,178,56.76,-153.74,73,73,9,,,630,197-105,7/26/90 0:00,70,
11012369,8791030401,60,8755030201,56,1990,7,26,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,19,199001,178,56.76,-153.74,73,73,9,,,630,197-105,7/26/90 0:00,72,
11012369,8791030401,60,8755030201,56,1990,7,26,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,19,199001,178,56.76,-153.74,73,73,9,,,630,197-105,7/26/90 0:00,62,
11012369,8791030401,60,8755030201,56,1990,7,26,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,19,199001,178,56.76,-153.74,73,73,9,,,630,197-105,7/26/90 0:00,80,
11012369,8791030401,60,8755030201,56,1990,7,26,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,19,199001,178,56.76,-153.74,73,73,9,,,630,197-105,7/26/90 0:00,74,
11012369,8791030401,60,8755030201,56,1990,7,26,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,19,199001,178,56.76,-153.74,73,73,9,,,630,197-105,7/26/90 0:00,84,
11012369,8791030401,60,8755030201,56,1990,7,26,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,19,199001,178,56.76,-153.74,73,73,9,,,630,197-105,7/26/90 0:00,82,
11012369,8791030401,60,8755030201,56,1990,7,26,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,19,199001,178,56.76,-153.74,73,73,9,,,630,197-105,7/26/90 0:00,72,
11012369,8791030401,60,8755030201,56,1990,7,26,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,19,199001,178,56.76,-153.74,73,73,9,,,630,197-105,7/26/90 0:00,76,
11012369,8791030401,60,8755030201,56,1990,7,26,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,19,199001,178,56.76,-153.74,73,73,9,,,630,197-105,7/26/90 0:00,80,
11012369,8791030401,60,8755030201,56,1990,7,26,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,19,199001,178,56.76,-153.74,73,73,9,,,630,197-105,7/26/90 0:00,75,
11012369,8791030401,60,8755030201,56,1990,7,26,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,19,199001,178,56.76,-153.74,73,73,9,,,630,197-105,7/26/90 0:00,82,
11012369,8791030401,60,8755030201,56,1990,7,26,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,19,199001,178,56.76,-153.74,73,73,9,,,630,197-105,7/26/90 0:00,90,
11012369,8791030401,60,8755030201,56,1990,7,26,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,19,199001,178,56.76,-153.74,73,73,9,,,630,197-105,7/26/90 0:00,75,
11012369,8791030401,60,8755030201,56,1990,7,26,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,19,199001,178,56.76,-153.74,73,73,9,,,630,197-105,7/26/90 0:00,76,
11012369,8791030401,60,8755030201,56,1990,7,26,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,19,199001,178,56.76,-153.74,73,73,9,,,630,197-105,7/26/90 0:00,72,
11012369,8791030401,60,8755030201,56,1990,7,26,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,19,199001,178,56.76,-153.74,73,73,9,,,630,197-105,7/26/90 0:00,76,
11014710,8791030401,7,6187010302,46,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,18,2
11014710,8791030401,7,6187010302,46,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,13,1
11014710,8791030401,7,6187010302,46,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,16,1
11014710,8791030401,7,6187010302,46,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,14,2
11014710,8791030401,7,6187010302,46,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,14,2
11014710,8791030401,8,6187010302,53,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,16,1
11014710,8791030401,8,6187010302,53,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,12,2
11014710,8791030401,8,6187010302,53,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,9,1
11014710,8791030401,8,6187010302,53,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,14,2
11014710,8791030401,8,6187010302,53,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,16,2
11014710,8791030401,8,6187010302,53,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,16,1
11014710,8791030401,9,6187010302,39,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,19,1
11014710,8791030401,9,6187010302,39,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,13,1
11014710,8791030401,11,6187010302,52,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,17,1
11014710,8791030401,11,6187010302,52,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,12,1
11014710,8791030401,11,6187010302,52,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,16,1
11014710,8791030401,12,6187010302,65,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,19,2
11012126,8791030401,56,6187010302,48,1990,8,25,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,229,58.66,-149.5,132,132,7,12.7,5.4,630,248-147,8/25/90 0:00,9,1
11012126,8791030401,57,6187010302,49,1990,8,25,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,229,58.66,-149.5,132,132,7,12.7,5.4,630,248-147,8/25/90 0:00,13,2
11012126,8791030401,57,6187010302,49,1990,8,25,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,229,58.66,-149.5,132,132,7,12.7,5.4,630,248-147,8/25/90 0:00,18,2
11012126,8791030401,59,6187010302,65,1990,8,25,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,229,58.66,-149.5,132,132,7,12.7,5.4,630,248-147,8/25/90 0:00,33,3
11010821,8791030401,2,6187010302,49,1990,8,26,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,232,58.68,-150.31,148,148,7,12.9,5.5,630,238-147,8/26/90 0:00,12.8,2
11010824,8791030401,1,6187010302,48,1990,8,26,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,83,199001,235,58.65,-151.12,188,188,18,13.4,5.4,630,229-146,8/26/90 0:00,24.7,1
11010751,8791030401,13,6187010302,68,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,21,2
11010751,8791030401,13,8842120000,68,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Stichaeidae (prickleback) ,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,153,
11010751,8791030401,13,6187010302,68,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,14,2
11010751,8791030401,13,6187010302,68,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,22,2
11010751,8791030401,13,8857040601,68,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Flathead sole Hippoglossoides elassodon,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,110,
11010751,8791030401,15,6187010302,65,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,21,1
11010751,8791030401,15,6187010302,65,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,27,1
11010751,8791030401,15,6187010302,65,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,23,2
11010751,8791030401,15,6187010302,65,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,23,1
11010751,8791030401,15,6187010302,65,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,23,1
11010751,8791030401,15,6187010302,65,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,24,1
11010751,8791030401,15,8857040102,65,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Arrowtooth flounder Atheresthes stomias,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,174,
11010751,8791030401,15,6187010302,65,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,23,1
11010751,8791030401,15,6187010302,65,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,23,2
11010751,8791030401,15,6187010302,65,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,26,2
11010751,8791030401,15,6187010302,65,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,17,1
11010751,8791030401,15,6187010302,65,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,25,2
11010751,8791030401,15,6187010302,65,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,13,1
11010751,8791030401,15,6187010302,65,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,24,2
11010751,8791030401,15,6187010302,65,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,21,2
11010751,8791030401,15,6187010302,65,1993,7,12,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,165,56.82,-155.03,79,79,16,11.5,5.7,620,181-107,7/12/93 0:00,24,2
11015413,8791030401,2,6187010302,61,1993,7,13,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,168,57.18,-154.91,141,141,9,12.2,4.9,620,183-115,7/13/93 0:00,24,2
11015413,8791030401,5,8735010000,68,1993,7,13,GOA,Gadus macrocephalus (Pacific cod),Non-gadoid fish remains ,90,199301,168,57.18,-154.91,141,141,9,12.2,4.9,620,183-115,7/13/93 0:00,76,
11015413,8791030401,5,6187010302,68,1993,7,13,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,168,57.18,-154.91,141,141,9,12.2,4.9,620,183-115,7/13/93 0:00,17,1
11015413,8791030401,5,6187010302,68,1993,7,13,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,168,57.18,-154.91,141,141,9,12.2,4.9,620,183-115,7/13/93 0:00,34,1
11015413,8791030401,5,6187010302,68,1993,7,13,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,168,57.18,-154.91,141,141,9,12.2,4.9,620,183-115,7/13/93 0:00,12,1
11015413,8791030401,5,6187010302,68,1993,7,13,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,168,57.18,-154.91,141,141,9,12.2,4.9,620,183-115,7/13/93 0:00,11,1
11015413,8791030401,5,8842120000,68,1993,7,13,GOA,Gadus macrocephalus (Pacific cod),Stichaeidae (prickleback) ,90,199301,168,57.18,-154.91,141,141,9,12.2,4.9,620,183-115,7/13/93 0:00,158,
11012346,8791030401,6,6187010302,41,1990,7,14,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,19,199001,150,55.71,-155.3,152,152,18,9.9,,620,178-81,7/14/90 0:00,21.4,1
11012346,8791030401,6,6187010302,41,1990,7,14,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,19,199001,150,55.71,-155.3,152,152,18,9.9,,620,178-81,7/14/90 0:00,12.3,2
11012346,8791030401,6,6187010302,41,1990,7,14,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,19,199001,150,55.71,-155.3,152,152,18,9.9,,620,178-81,7/14/90 0:00,21.5,1
11012346,8791030401,7,6187010302,47,1990,7,14,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,19,199001,150,55.71,-155.3,152,152,18,9.9,,620,178-81,7/14/90 0:00,36,2
11012346,8791030401,8,6187010302,57,1990,7,14,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,19,199001,150,55.71,-155.3,152,152,18,9.9,,620,178-81,7/14/90 0:00,29.2,2
11012346,8791030401,11,6187010302,60,1990,7,14,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,19,199001,150,55.71,-155.3,152,152,18,9.9,,620,178-81,7/14/90 0:00,3.69,3
11011424,8791030401,6,8791030701,60,1993,7,28,GOA,Gadus macrocephalus (Pacific cod),Walleye pollock Gadus chalcogrammus,90,199301,217,57.44,-150.92,93,93,8,12.1,7,630,231-120,7/28/93 0:00,79,
11011424,8791030401,6,8791030701,60,1993,7,28,GOA,Gadus macrocephalus (Pacific cod),Walleye pollock Gadus chalcogrammus,90,199301,217,57.44,-150.92,93,93,8,12.1,7,630,231-120,7/28/93 0:00,83,
11011424,8791030401,8,8755030201,46,1993,7,28,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,90,199301,217,57.44,-150.92,93,93,8,12.1,7,630,231-120,7/28/93 0:00,113,
11011424,8791030401,15,8791030701,73,1993,7,28,GOA,Gadus macrocephalus (Pacific cod),Walleye pollock Gadus chalcogrammus,90,199301,217,57.44,-150.92,93,93,8,12.1,7,630,231-120,7/28/93 0:00,233,
11011427,8791030401,2,8762140000,26,1993,7,28,GOA,Gadus macrocephalus (Pacific cod),Myctophidae (lanternfish) ,90,199301,222,57.66,-151.7,71,71,19,12.1,8.5,630,222-125,7/28/93 0:00,48,
11011427,8791030401,3,8831020000,28,1993,7,28,GOA,Gadus macrocephalus (Pacific cod),Cottidae (sculpin) ,90,199301,222,57.66,-151.7,71,71,19,12.1,8.5,630,222-125,7/28/93 0:00,79,
11011427,8791030401,7,8755030201,33,1993,7,28,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,90,199301,222,57.66,-151.7,71,71,19,12.1,8.5,630,222-125,7/28/93 0:00,84,
11011427,8791030401,7,8755030201,33,1993,7,28,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,90,199301,222,57.66,-151.7,71,71,19,12.1,8.5,630,222-125,7/28/93 0:00,67,
11011427,8791030401,7,8755030201,33,1993,7,28,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,90,199301,222,57.66,-151.7,71,71,19,12.1,8.5,630,222-125,7/28/93 0:00,75,
11011427,8791030401,9,8831020000,30,1993,7,28,GOA,Gadus macrocephalus (Pacific cod),Cottidae (sculpin) ,90,199301,222,57.66,-151.7,71,71,19,12.1,8.5,630,222-125,7/28/93 0:00,52,
11011427,8791030401,9,8791030701,30,1993,7,28,GOA,Gadus macrocephalus (Pacific cod),Walleye pollock Gadus chalcogrammus,90,199301,222,57.66,-151.7,71,71,19,12.1,8.5,630,222-125,7/28/93 0:00,84,
11011427,8791030401,12,8755030201,31,1993,7,28,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,90,199301,222,57.66,-151.7,71,71,19,12.1,8.5,630,222-125,7/28/93 0:00,64,
11011427,8791030401,12,8755030201,31,1993,7,28,GOA,Gadus macrocephalus (Pacific cod),Capelin Mallotus villosus,90,199301,222,57.66,-151.7,71,71,19,12.1,8.5,630,222-125,7/28/93 0:00,80,
11014710,8791030401,12,6187010302,65,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,16,1
11014710,8791030401,12,6187010302,65,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,19,2
11014710,8791030401,13,6187010302,48,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,14,1
11014710,8791030401,13,6187010302,48,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,21,2
11014710,8791030401,13,6187010302,48,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,13,1
11014710,8791030401,13,6187010302,48,1993,6,21,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,75,54.41,-160.86,110,110,17,9.1,5.1,610,111-51,6/21/93 0:00,12,2
11013864,8791030401,1,6187010302,60,1993,6,22,GOA,Gadus macrocephalus (Pacific cod),Tanner crab Chionoecetes bairdi,90,199301,77,54.42,-160.44,134,134,7,8.3,5.2,610,116-51,6/22/93 0:00,8,1
