Hauljoin, Pred_nodc, Pred_specn, Prey_nodc, Pred_len, Year, Month, day, region, Pred_name, Prey_Name, Vessel, Cruise, Haul, Rlat, Rlong, Gear_depth, Bottom_depth, Start_hour, Surface_temp, Gear_temp, INPFC_Area, Stationid, Start_date, Prey_sz1, Prey_sex
11013142,8827020101,38,8755030201,47,2001,7,10,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,57,200101,210,58.21,-151,102,109,9,11,6.1,630,230-137,7/10/01 0:00,120,3
11013142,8827020101,38,8755030201,47,2001,7,10,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,57,200101,210,58.21,-151,102,109,9,11,6.1,630,230-137,7/10/01 0:00,123,3
11013142,8827020101,41,8755030000,56,2001,7,10,GOA,Anoplopoma fimbria (sablefish),Osmeridae (smelt) ,57,200101,210,58.21,-151,102,109,9,11,6.1,630,230-137,7/10/01 0:00,97,5
11013142,8827020101,34,8755030000,56,2001,7,10,GOA,Anoplopoma fimbria (sablefish),Osmeridae (smelt) ,57,200101,210,58.21,-151,102,109,9,11,6.1,630,230-137,7/10/01 0:00,105,5
11013142,8827020101,34,8755030000,56,2001,7,10,GOA,Anoplopoma fimbria (sablefish),Osmeridae (smelt) ,57,200101,210,58.21,-151,102,109,9,11,6.1,630,230-137,7/10/01 0:00,110,5
11013142,8827020101,34,8755030000,56,2001,7,10,GOA,Anoplopoma fimbria (sablefish),Osmeridae (smelt) ,57,200101,210,58.21,-151,102,109,9,11,6.1,630,230-137,7/10/01 0:00,125,5
11013142,8827020101,34,8755030201,56,2001,7,10,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,57,200101,210,58.21,-151,102,109,9,11,6.1,630,230-137,7/10/01 0:00,83,3
11013142,8827020101,39,8755030201,57,2001,7,10,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,57,200101,210,58.21,-151,102,109,9,11,6.1,630,230-137,7/10/01 0:00,90,5
11014955,8827020101,50,8857000000,29,2001,5,31,GOA,Anoplopoma fimbria (sablefish),Pleuronectoidei (flatfish) ,57,200101,46,55.07,-163.13,36,43,7,4.6,4.2,610,83-67,5/31/01 0:00,18,5
11013162,8827020101,13,8826010102,90,2001,7,14,GOA,Anoplopoma fimbria (sablefish),Pacific ocean perch Sebastes alutus,57,200101,233,58.81,-148.16,440,448,11,12.4,4.2,630,264-150,7/14/01 0:00,290,3
11012067,8827020101,39,8791030701,52,1999,6,2,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,23,199901,70,54.81,-158.17,181,181,17,5.3,5,620,143-60,6/2/99 0:00,165.821,6
11012643,8827020101,73,6179180101,65,1999,6,7,GOA,Anoplopoma fimbria (sablefish),Pink shrimp Pandalus eous,23,199901,94,56.7,-156.17,223,223,7,6.3,4.4,620,167-104,6/7/99 0:00,16.8,3
11014950,8827020101,113,8845010100,63,2001,7,22,GOA,Anoplopoma fimbria (sablefish),Ammodytidae (sandlance) Ammodytes sp.,57,200101,264,58.72,-152,146,153,11,9.8,6.8,630,218-148,7/22/01 0:00,121,3
11012865,8827020101,592,8831080000,58,2001,6,27,GOA,Anoplopoma fimbria (sablefish),Agonidae (poacher) ,57,200101,162,55.58,-155.77,181,187,8,10.5,5.5,620,172-78,6/27/01 0:00,61,5
11012865,8827020101,593,8755030501,69,2001,6,27,GOA,Anoplopoma fimbria (sablefish),Eulachon Thaleichthys pacificus ,57,200101,162,55.58,-155.77,181,187,8,10.5,5.5,620,172-78,6/27/01 0:00,150,3
11012104,8827020101,451,8825000000,55,2001,6,26,GOA,Anoplopoma fimbria (sablefish),Scorpaeniformes (rockfish and cottid) ,57,200101,158,55.93,-154.89,263,269,11,10.6,4.8,620,183-86,6/26/01 0:00,40,5
11012865,8827020101,593,8831080000,69,2001,6,27,GOA,Anoplopoma fimbria (sablefish),Agonidae (poacher) ,57,200101,162,55.58,-155.77,181,187,8,10.5,5.5,620,172-78,6/27/01 0:00,83,3
11012865,8827020101,593,8831080401,69,2001,6,27,GOA,Anoplopoma fimbria (sablefish),Gray starsnout Bathyagonus alascanus,57,200101,162,55.58,-155.77,181,187,8,10.5,5.5,620,172-78,6/27/01 0:00,71,3
11012867,8827020101,595,8791030701,59,2001,6,27,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,57,200101,164,55.48,-156.21,202,208,13,10.2,5.6,620,167-76,6/27/01 0:00,190,5
11013137,8827020101,10,8831080301,60,2001,7,9,GOA,Anoplopoma fimbria (sablefish),Alligatorfish Aspidophoroides bartoni,57,200101,204,57.43,-150.49,219,227,7,12.3,5.4,630,236-120,7/9/01 0:00,88,3
11013138,8827020101,23,8845010100,46,2001,7,9,GOA,Anoplopoma fimbria (sablefish),Ammodytidae (sandlance) Ammodytes sp.,57,200101,205,57.51,-150.42,171,179,9,12.4,5.7,630,237-122,7/9/01 0:00,110,3
11013138,8827020101,23,8845010100,46,2001,7,9,GOA,Anoplopoma fimbria (sablefish),Ammodytidae (sandlance) Ammodytes sp.,57,200101,205,57.51,-150.42,171,179,9,12.4,5.7,630,237-122,7/9/01 0:00,118,3
11013138,8827020101,17,8845010100,51,2001,7,9,GOA,Anoplopoma fimbria (sablefish),Ammodytidae (sandlance) Ammodytes sp.,57,200101,205,57.51,-150.42,171,179,9,12.4,5.7,630,237-122,7/9/01 0:00,115,5
11013138,8827020101,17,8845010100,51,2001,7,9,GOA,Anoplopoma fimbria (sablefish),Ammodytidae (sandlance) Ammodytes sp.,57,200101,205,57.51,-150.42,171,179,9,12.4,5.7,630,237-122,7/9/01 0:00,120,5
11013138,8827020101,24,8845010100,55,2001,7,9,GOA,Anoplopoma fimbria (sablefish),Ammodytidae (sandlance) Ammodytes sp.,57,200101,205,57.51,-150.42,171,179,9,12.4,5.7,630,237-122,7/9/01 0:00,105,3
11013138,8827020101,21,8845010100,55,2001,7,9,GOA,Anoplopoma fimbria (sablefish),Ammodytidae (sandlance) Ammodytes sp.,57,200101,205,57.51,-150.42,171,179,9,12.4,5.7,630,237-122,7/9/01 0:00,110,3
11013138,8827020101,24,8845010100,55,2001,7,9,GOA,Anoplopoma fimbria (sablefish),Ammodytidae (sandlance) Ammodytes sp.,57,200101,205,57.51,-150.42,171,179,9,12.4,5.7,630,237-122,7/9/01 0:00,125,3
11013138,8827020101,21,8845010100,55,2001,7,9,GOA,Anoplopoma fimbria (sablefish),Ammodytidae (sandlance) Ammodytes sp.,57,200101,205,57.51,-150.42,171,179,9,12.4,5.7,630,237-122,7/9/01 0:00,125,3
11013138,8827020101,24,8845010100,55,2001,7,9,GOA,Anoplopoma fimbria (sablefish),Ammodytidae (sandlance) Ammodytes sp.,57,200101,205,57.51,-150.42,171,179,9,12.4,5.7,630,237-122,7/9/01 0:00,130,5
11010631,8827020101,36,8826010201,59,2001,5,26,GOA,Anoplopoma fimbria (sablefish),Shortspine thornyhead Sebastolobus alascanus,57,200101,29,53.73,-164.16,300,306,11,5.9,5.2,610,71-35,5/26/01 0:00,170,3
11011298,8827020101,33,8791030701,53,2001,6,10,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,57,200101,89,54.76,-158.26,218,225,11,9.7,5.5,620,142-59,6/10/01 0:00,185,3
11011581,8827020101,13,8762140000,49,1999,5,18,GOA,Anoplopoma fimbria (sablefish),Myctophidae (lanternfish) ,23,199901,9,53.12,-166.88,324,324,7,4.2,5.2,610,38-20,5/18/99 0:00,70.4,3
11012893,8827020101,1158,8791030701,62,2001,7,4,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,57,200101,195,58.02,-151.91,,176,21,11.2,,630,219-133,7/4/01 0:00,268.216,7
11012078,8827020101,5,8793010000,58,2001,6,17,GOA,Anoplopoma fimbria (sablefish),Zoarcidae (eelpout) ,57,200101,129,56.9,-155.44,255,261,16,10,5.5,620,176-108,6/17/01 0:00,175,5
11012078,8827020101,12,8747010201,57,2001,6,17,GOA,Anoplopoma fimbria (sablefish),Pacific herring Clupea pallasii,57,200101,129,56.9,-155.44,255,261,16,10,5.5,620,176-108,6/17/01 0:00,273,3
11012078,8827020101,16,8791030701,58,2001,6,17,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,57,200101,129,56.9,-155.44,255,261,16,10,5.5,620,176-108,6/17/01 0:00,245,5
11012078,8827020101,11,8791030701,61,2001,6,17,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,57,200101,129,56.9,-155.44,255,261,16,10,5.5,620,176-108,6/17/01 0:00,192,3
11013079,8827020101,2,6179180000,63,2005,6,14,GOA,Anoplopoma fimbria (sablefish),Pandalidae (shrimp) ,134,200501,92,56.13,-156.06,229,235,17,10.4,5.1,620,169-91,6/14/05 0:00,16,
11013079,8827020101,1,8842120903,74,2005,6,14,GOA,Anoplopoma fimbria (sablefish),Daubed shanny Leptoclinus maculatus,134,200501,92,56.13,-156.06,229,235,17,10.4,5.1,620,169-91,6/14/05 0:00,90,
11016124,8827020101,1,5705000000,56,2005,6,16,GOA,Anoplopoma fimbria (sablefish),Teuthida (squid) ,134,200501,105,55.63,-154.8,874,882,9,10,3.2,620,184-80,6/16/05 0:00,10,
11016124,8827020101,1,5705000000,56,2005,6,16,GOA,Anoplopoma fimbria (sablefish),Teuthida (squid) ,134,200501,105,55.63,-154.8,874,882,9,10,3.2,620,184-80,6/16/05 0:00,40,
11013599,8827020101,1,8826010201,85,2005,6,16,GOA,Anoplopoma fimbria (sablefish),Shortspine thornyhead Sebastolobus alascanus,134,200501,106,55.68,-155.04,464,470,11,11.1,4,620,181-81,6/16/05 0:00,350,
11013608,8827020101,1,5705000000,62,2005,6,18,GOA,Anoplopoma fimbria (sablefish),Teuthida (squid) ,134,200501,115,56.03,-153.48,395,400,13,10.1,4.1,630,200-89,6/18/05 0:00,36,
11013608,8827020101,1,5705000000,62,2005,6,18,GOA,Anoplopoma fimbria (sablefish),Teuthida (squid) ,134,200501,115,56.03,-153.48,395,400,13,10.1,4.1,630,200-89,6/18/05 0:00,36,
11013608,8827020101,2,5705000000,63,2005,6,18,GOA,Anoplopoma fimbria (sablefish),Teuthida (squid) ,134,200501,115,56.03,-153.48,395,400,13,10.1,4.1,630,200-89,6/18/05 0:00,21,
11013608,8827020101,8,5705000000,74,2005,6,18,GOA,Anoplopoma fimbria (sablefish),Teuthida (squid) ,134,200501,115,56.03,-153.48,395,400,13,10.1,4.1,630,200-89,6/18/05 0:00,27,
11013056,8827020101,4,8831090000,55,2005,6,10,GOA,Anoplopoma fimbria (sablefish),Cyclopteridae (snailfish) ,134,200501,64,54.47,-159.18,205,211,6,8,5.2,610,131-52,6/10/05 0:00,130,
11012540,8827020101,3,8831080000,61,2005,6,4,GOA,Anoplopoma fimbria (sablefish),Agonidae (poacher) ,134,200501,48,54.34,-159.95,283,289,17,9.2,,610,122-49,6/4/05 0:00,160,
11015411,8827020101,1,8747010201,56,2005,7,29,GOA,Anoplopoma fimbria (sablefish),Pacific herring Clupea pallasii,143,200501,297,54.66,-133.77,239,246,17,12.6,5.7,650,438-57,7/29/05 0:00,150,
11015411,8827020101,1,8747010201,56,2005,7,29,GOA,Anoplopoma fimbria (sablefish),Pacific herring Clupea pallasii,143,200501,297,54.66,-133.77,239,246,17,12.6,5.7,650,438-57,7/29/05 0:00,160,
11014978,8827020101,1,8793010000,70,2005,6,12,GOA,Anoplopoma fimbria (sablefish),Zoarcidae (eelpout) ,134,200501,78,55.01,-157.03,697,703,9,8.2,3.7,620,157-65,6/12/05 0:00,410,
11012994,8827020101,3,8791040102,67,2005,8,1,GOA,Anoplopoma fimbria (sablefish),Pacific hake Merluccius productus,143,200501,311,54.48,-132.68,370,377,6,13.6,5.2,650,452-53,8/1/05 0:00,320,
11012997,8827020101,1,5705000000,67,2005,8,1,GOA,Anoplopoma fimbria (sablefish),Teuthida (squid) ,143,200501,315,54.54,-132.91,378,384,15,15.7,,650,449-54,8/1/05 0:00,26,
11012998,8827020101,2,8791040102,68,2005,8,1,GOA,Anoplopoma fimbria (sablefish),Pacific hake Merluccius productus,143,200501,316,54.53,-132.77,375,382,17,14.4,5.1,650,451-54,8/1/05 0:00,230,
11015233,8827020101,2,8735010000,50,2003,5,30,GOA,Anoplopoma fimbria (sablefish),Non-gadoid fish remains ,147,200301,11,53.37,-166.14,309,316,14,7,4.3,610,47-26,5/30/03 0:00,41,3
11014960,8827020101,22,8762140000,55,2003,5,31,GOA,Anoplopoma fimbria (sablefish),Myctophidae (lanternfish) ,147,200301,17,53.7,-164.96,249,256,13,6.6,4.8,610,61-34,5/31/03 0:00,27.7,3
11013608,8827020101,1,5705000000,62,2005,6,18,GOA,Anoplopoma fimbria (sablefish),Teuthida (squid) ,134,200501,115,56.03,-153.48,395,400,13,10.1,4.1,630,200-89,6/18/05 0:00,38,
11015411,8827020101,2,8747010201,55,2005,7,29,GOA,Anoplopoma fimbria (sablefish),Pacific herring Clupea pallasii,143,200501,297,54.66,-133.77,239,246,17,12.6,5.7,650,438-57,7/29/05 0:00,220,
11009937,8827020101,1,8755010202,75,2005,6,23,GOA,Anoplopoma fimbria (sablefish),Chum salmon Oncorhynchus keta,134,200501,146,57.03,-151.43,375,380,11,10.9,4.2,630,225-111,6/23/05 0:00,460,
11014438,8827020101,1,8762140000,59,2007,8,1,GOA,Anoplopoma fimbria (sablefish),Myctophidae (lanternfish) ,143,200701,291,56.12,-135.3,320,322,14,14.4,4.6,650,420-91,8/1/07 0:00,80,3
11014438,8827020101,5,5705000000,59,2007,8,1,GOA,Anoplopoma fimbria (sablefish),Teuthida (squid) ,143,200701,291,56.12,-135.3,320,322,14,14.4,4.6,650,420-91,8/1/07 0:00,19,3
11014438,8827020101,3,6179180000,70,2007,8,1,GOA,Anoplopoma fimbria (sablefish),Pandalidae (shrimp) ,143,200701,291,56.12,-135.3,320,322,14,14.4,4.6,650,420-91,8/1/07 0:00,23,3
11014440,8827020101,2,8762140000,64,2007,8,2,GOA,Anoplopoma fimbria (sablefish),Myctophidae (lanternfish) ,143,200701,293,55.74,-135.39,655,662,7,14.5,4.1,650,419-82,8/2/07 0:00,116,3
11014440,8827020101,3,8826010201,55,2007,8,2,GOA,Anoplopoma fimbria (sablefish),Shortspine thornyhead Sebastolobus alascanus,143,200701,293,55.74,-135.39,655,662,7,14.5,4.1,650,419-82,8/2/07 0:00,105,3
11014441,8827020101,9,8762140000,63,2007,8,2,GOA,Anoplopoma fimbria (sablefish),Myctophidae (lanternfish) ,143,200701,294,55.74,-135.38,656,662,9,14.4,4.1,650,419-82,8/2/07 0:00,113,5
11015258,8827020101,53,8791030701,65,2003,6,22,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,123,57.08,-155.64,270,277,7,9.9,5.2,620,174-112,6/22/03 0:00,285.856,6
11015258,8827020101,55,8791030701,65,2003,6,22,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,123,57.08,-155.64,270,277,7,9.9,5.2,620,174-112,6/22/03 0:00,359.358,
11015258,8827020101,58,8791030701,67,2003,6,22,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,123,57.08,-155.64,270,277,7,9.9,5.2,620,174-112,6/22/03 0:00,341.717,6
11015261,8827020101,66,8791030701,59,2003,6,27,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,135,58,-153.62,154,161,20,9.5,5.8,630,198-132,6/27/03 0:00,379.938,6
11015261,8827020101,65,8791030701,50,2003,6,27,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,135,58,-153.62,154,161,20,9.5,5.8,630,198-132,6/27/03 0:00,350.537,6
11015261,8827020101,70,8791030701,56,2003,6,27,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,135,58,-153.62,154,161,20,9.5,5.8,630,198-132,6/27/03 0:00,397.578,6
11015261,8827020101,63,8791030701,57,2003,6,27,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,135,58,-153.62,154,161,20,9.5,5.8,630,198-132,6/27/03 0:00,397.578,6
11015269,8827020101,80,8857040000,49,2003,7,1,GOA,Anoplopoma fimbria (sablefish),Pleuronectidae (flatfish) ,147,200301,154,56.87,-154.92,65,72,19,10.4,8.2,620,183-108,7/1/03 0:00,59,3
11015271,8827020101,82,8791030701,57,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,156,57.18,-155.29,238,244,8,9.7,5.3,620,178-115,7/2/03 0:00,327.017,7
11015271,8827020101,81,8791030701,62,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,156,57.18,-155.29,238,244,8,9.7,5.3,620,178-115,7/2/03 0:00,212,5
11015271,8827020101,84,8791030701,63,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,156,57.18,-155.29,238,244,8,9.7,5.3,620,178-115,7/2/03 0:00,244,5
11015271,8827020101,83,8793010000,67,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Zoarcidae (eelpout) ,147,200301,156,57.18,-155.29,238,244,8,9.7,5.3,620,178-115,7/2/03 0:00,234,5
11015271,8827020101,86,8791030701,54,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,156,57.18,-155.29,238,244,8,9.7,5.3,620,178-115,7/2/03 0:00,126.305,6
11015271,8827020101,89,8735010000,64,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Non-gadoid fish remains ,147,200301,156,57.18,-155.29,238,244,8,9.7,5.3,620,178-115,7/2/03 0:00,120,5
11015271,8827020101,87,8791030701,64,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,156,57.18,-155.29,238,244,8,9.7,5.3,620,178-115,7/2/03 0:00,116,3
11015271,8827020101,89,8791030701,64,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,156,57.18,-155.29,238,244,8,9.7,5.3,620,178-115,7/2/03 0:00,168,5
11015271,8827020101,89,8791030701,64,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,156,57.18,-155.29,238,244,8,9.7,5.3,620,178-115,7/2/03 0:00,282.916,7
11015271,8827020101,88,6179180100,75,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Pandalidae (shrimp) Pandalus sp.,147,200301,156,57.18,-155.29,238,244,8,9.7,5.3,620,178-115,7/2/03 0:00,19,3
11015271,8827020101,88,8842120000,75,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Stichaeidae (prickleback) ,147,200301,156,57.18,-155.29,238,244,8,9.7,5.3,620,178-115,7/2/03 0:00,137,3
11015491,8827020101,90,8791030701,56,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,157,57.4,-154.97,225,232,13,10.3,5.4,620,182-119,7/2/03 0:00,291.736,7
11015491,8827020101,91,6179180000,68,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Pandalidae (shrimp) ,147,200301,157,57.4,-154.97,225,232,13,10.3,5.4,620,182-119,7/2/03 0:00,11,3
11015491,8827020101,91,6179180000,68,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Pandalidae (shrimp) ,147,200301,157,57.4,-154.97,225,232,13,10.3,5.4,620,182-119,7/2/03 0:00,25,3
11015491,8827020101,91,8791030701,68,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,157,57.4,-154.97,225,232,13,10.3,5.4,620,182-119,7/2/03 0:00,321.137,7
11015491,8827020101,94,8791030701,66,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,157,57.4,-154.97,225,232,13,10.3,5.4,620,182-119,7/2/03 0:00,288.796,7
11015491,8827020101,93,8735000000,67,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Teleostei (fish) ,147,200301,157,57.4,-154.97,225,232,13,10.3,5.4,620,182-119,7/2/03 0:00,74,5
11015272,8827020101,5,8747010201,55,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Pacific herring Clupea pallasii,147,200301,160,57.84,-154.61,229,235,20,10,5.5,620,186-129,7/2/03 0:00,159,5
11015272,8827020101,1,5708000000,52,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Octopoda (octopus) ,147,200301,160,57.84,-154.61,229,235,20,10,5.5,620,186-129,7/2/03 0:00,183,3
11015272,8827020101,2,8735010000,71,2003,7,2,GOA,Anoplopoma fimbria (sablefish),Non-gadoid fish remains ,147,200301,160,57.84,-154.61,229,235,20,10,5.5,620,186-129,7/2/03 0:00,175,5
11015494,8827020101,11,8791030701,57,2003,7,4,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,164,58.17,-153.64,185,194,11,10.7,5.6,630,198-136,7/4/03 0:00,180,5
11015494,8827020101,11,8791030701,57,2003,7,4,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,164,58.17,-153.64,185,194,11,10.7,5.6,630,198-136,7/4/03 0:00,270,5
11015494,8827020101,10,8747010201,58,2003,7,4,GOA,Anoplopoma fimbria (sablefish),Pacific herring Clupea pallasii,147,200301,164,58.17,-153.64,185,194,11,10.7,5.6,630,198-136,7/4/03 0:00,146,5
11015494,8827020101,10,8791030701,58,2003,7,4,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,164,58.17,-153.64,185,194,11,10.7,5.6,630,198-136,7/4/03 0:00,236,5
11015494,8827020101,9,8791030701,58,2003,7,4,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,164,58.17,-153.64,185,194,11,10.7,5.6,630,198-136,7/4/03 0:00,300.557,
11015494,8827020101,6,8791030701,62,2003,7,4,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,164,58.17,-153.64,185,194,11,10.7,5.6,630,198-136,7/4/03 0:00,359.358,
11015494,8827020101,8,6179180100,69,2003,7,4,GOA,Anoplopoma fimbria (sablefish),Pandalidae (shrimp) Pandalus sp.,147,200301,164,58.17,-153.64,185,194,11,10.7,5.6,630,198-136,7/4/03 0:00,21,3
11015494,8827020101,8,8735010000,69,2003,7,4,GOA,Anoplopoma fimbria (sablefish),Non-gadoid fish remains ,147,200301,164,58.17,-153.64,185,194,11,10.7,5.6,630,198-136,7/4/03 0:00,94,5
11015494,8827020101,8,8755030501,69,2003,7,4,GOA,Anoplopoma fimbria (sablefish),Eulachon Thaleichthys pacificus ,147,200301,164,58.17,-153.64,185,194,11,10.7,5.6,630,198-136,7/4/03 0:00,145,3
11015494,8827020101,8,8755030501,69,2003,7,4,GOA,Anoplopoma fimbria (sablefish),Eulachon Thaleichthys pacificus ,147,200301,164,58.17,-153.64,185,194,11,10.7,5.6,630,198-136,7/4/03 0:00,154,3
11015494,8827020101,8,8755030501,69,2003,7,4,GOA,Anoplopoma fimbria (sablefish),Eulachon Thaleichthys pacificus ,147,200301,164,58.17,-153.64,185,194,11,10.7,5.6,630,198-136,7/4/03 0:00,171,3
11015494,8827020101,8,8755030501,69,2003,7,4,GOA,Anoplopoma fimbria (sablefish),Eulachon Thaleichthys pacificus ,147,200301,164,58.17,-153.64,185,194,11,10.7,5.6,630,198-136,7/4/03 0:00,182,3
11015494,8827020101,8,8755030501,69,2003,7,4,GOA,Anoplopoma fimbria (sablefish),Eulachon Thaleichthys pacificus ,147,200301,164,58.17,-153.64,185,194,11,10.7,5.6,630,198-136,7/4/03 0:00,185,3
11015494,8827020101,8,8755030501,69,2003,7,4,GOA,Anoplopoma fimbria (sablefish),Eulachon Thaleichthys pacificus ,147,200301,164,58.17,-153.64,185,194,11,10.7,5.6,630,198-136,7/4/03 0:00,205,3
11015494,8827020101,7,8791030701,70,2003,7,4,GOA,Anoplopoma fimbria (sablefish),Walleye pollock Gadus chalcogrammus,147,200301,164,58.17,-153.64,185,194,11,10.7,5.6,630,198-136,7/4/03 0:00,274.096,7
11015274,8827020101,18,8747010201,55,2003,7,5,GOA,Anoplopoma fimbria (sablefish),Pacific herring Clupea pallasii,147,200301,168,58.36,-153.4,163,169,10,11.1,5.9,630,201-140,7/5/03 0:00,120,5
11015274,8827020101,17,8747010201,56,2003,7,5,GOA,Anoplopoma fimbria (sablefish),Pacific herring Clupea pallasii,147,200301,168,58.36,-153.4,163,169,10,11.1,5.9,630,201-140,7/5/03 0:00,178,5
11015274,8827020101,17,8747010201,56,2003,7,5,GOA,Anoplopoma fimbria (sablefish),Pacific herring Clupea pallasii,147,200301,168,58.36,-153.4,163,169,10,11.1,5.9,630,201-140,7/5/03 0:00,199,3
11015274,8827020101,16,6187010300,59,2003,7,5,GOA,Anoplopoma fimbria (sablefish),Snow or Tanner crab Chionoecetes sp.,147,200301,168,58.36,-153.4,163,169,10,11.1,5.9,630,201-140,7/5/03 0:00,36,3
11015274,8827020101,16,8747010201,59,2003,7,5,GOA,Anoplopoma fimbria (sablefish),Pacific herring Clupea pallasii,147,200301,168,58.36,-153.4,163,169,10,11.1,5.9,630,201-140,7/5/03 0:00,161,5
11015274,8827020101,13,6179180104,61,2003,7,5,GOA,Anoplopoma fimbria (sablefish),Yellow-leg pandalid (shrimp) Pandalus tridens,147,200301,168,58.36,-153.4,163,169,10,11.1,5.9,630,201-140,7/5/03 0:00,19,3
11015274,8827020101,14,8747010201,62,2003,7,5,GOA,Anoplopoma fimbria (sablefish),Pacific herring Clupea pallasii,147,200301,168,58.36,-153.4,163,169,10,11.1,5.9,630,201-140,7/5/03 0:00,180,5
11015313,8827020101,30,8755030201,46,2003,7,5,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,147,200301,171,58.61,-152.69,69,76,18,11,6.9,630,210-146,7/5/03 0:00,65,3
11015313,8827020101,30,8755030201,46,2003,7,5,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,147,200301,171,58.61,-152.69,69,76,18,11,6.9,630,210-146,7/5/03 0:00,66,3
11015313,8827020101,30,8755030201,46,2003,7,5,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,147,200301,171,58.61,-152.69,69,76,18,11,6.9,630,210-146,7/5/03 0:00,68,
11015313,8827020101,30,8755030201,46,2003,7,5,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,147,200301,171,58.61,-152.69,69,76,18,11,6.9,630,210-146,7/5/03 0:00,68,
11015313,8827020101,30,8755030201,46,2003,7,5,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,147,200301,171,58.61,-152.69,69,76,18,11,6.9,630,210-146,7/5/03 0:00,78,
11015313,8827020101,30,8755030201,46,2003,7,5,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,147,200301,171,58.61,-152.69,69,76,18,11,6.9,630,210-146,7/5/03 0:00,78,
11015313,8827020101,30,8755030201,46,2003,7,5,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,147,200301,171,58.61,-152.69,69,76,18,11,6.9,630,210-146,7/5/03 0:00,78,
11015313,8827020101,30,8755030201,46,2003,7,5,GOA,Anoplopoma fimbria (sablefish),Capelin Mallotus villosus,147,200301,171,58.61,-152.69,69,76,18,11,6.9,630,210-146,7/5/03 0:00,85,3
