YearHeader,Station,Purpose,Date,Stlkey,Year,O32_count,O32_weight,U32_weight,U32_count,Effective_skates_hauled,Max_depth_fm,Min_depth_fm,AvgNo_hook_skate,No_skates_hauled,Statarea,Year_Created,Total_halibut_count,Total_net_weight,Lat _Grid_target,Lon_Grid_target,Lat_fished,Lon_fished,Number_Records
2000,3094,Standard grid,12-Jun-00,20000128,2000,110,"2,071",403,51,7.03,178,171,100,7,162,1998,161,"2,475",57.167,-133.75,57 10.00,133 44.62,1
2000,6033,Standard grid,14-Aug-00,20001089,2000,25,898,456,65,6.89,43,40,98,7,370,1998,90,"1,354",53.333,-167.2,53 20.00,167 11.89,1
2000,5023,Standard grid,30-Jul-00,20001167,2000,115,"2,576",273,32,6.96,62,44,100,7,290,1998,147,"2,849",56.667,-155.333,56 40.00,155 20.09,1
2000,6013,Standard grid,7-Aug-00,20000956,2000,142,"4,031",387,47,6.96,100,96,99,7,"523,171",1998,189,"4,417",52.833,-171.35,52 49.97,171 21.06,1
2000,3123,Standard grid,14-Jun-00,20000135,2000,54,"1,042",218,27,6.96,180,139,100,7,183,1998,81,"1,260",58.5,-135.033,58 29.99,135 01.99,1
2000,4106,Standard grid,3-Sep-00,20001444,2000,70,"3,590",98,13,6.75,71,62,99,7,230,1998,83,"3,688",59.5,-145.267,59 31.04,145 16.02,1
2000,6065,Standard grid,30-Jul-00,20000872,2000,35,723,397,63,6.96,49,45,99,7,350,1998,98,"1,120",54.167,-164.417,54 09.95,164 24.95,1
2000,4089,Standard grid,13-Jul-00,20000574,2000,84,"3,303",133,18,7.03,72,65,100,7,220,1998,102,"3,435",59.667,-143.95,59 40.00,143 57.12,1
2000,6006,Standard grid,17-Aug-00,20001102,2000,356,"10,430",252,30,7.03,43,33,100,7,380,1998,386,"10,682",52.667,-169.75,52 40.00,169 44.93,1
2000,3097,Standard grid,3-Jun-00,20000008,2000,28,"1,635",284,44,6.96,50,31,100,7,170,1998,72,"1,919",57.167,-135.9,57 10.00,135 53.98,1
2000,6066,Standard grid,30-Jul-00,20000869,2000,77,"2,876",254,36,6.89,40,38,98,7,350,1998,113,"3,130",54.167,-164.7,54 09.98,164 42.05,1
2000,6018,Standard grid,16-Aug-00,20001097,2000,56,"2,347",194,27,6.89,53,41,98,7,370,1998,83,"2,541",53,-168.317,53 00.02,168 18.98,1
2000,4173,Standard grid,20-Jul-00,20000551,2000,55,"1,525",113,15,6.82,70,64,99,7,250,1998,70,"1,638",59.333,-149.533,59 19.86,149 32.02,1
2000,6088,Standard grid,30-Jun-00,20001386,2000,14,204,430,59,7.03,54,52,100,7,410,1998,73,634,52,-174.183,51 59.97,174 11.37,1
2000,4232,Standard grid,19-Jul-00,20000586,2000,81,"2,427",38,5,6.89,92,85,98,7,260,1998,86,"2,465",59,-150.833,59 00.05,150 49.99,1
2000,6054,Standard grid,27-Jul-00,20000858,2000,29,470,"1,022",140,6.96,42,40,99,7,360,1998,169,"1,492",53.833,-165.767,53 49.95,165 46.02,1
2000,2145,Standard grid,5-Aug-00,20000837,2000,30,509,126,14,6.96,53,48,99,7,121,1998,44,635,53.5,-130.867,53 30.00,130 52.21,1
2000,5185,Standard grid,14-Jul-00,20000599,2000,97,"2,596",310,38,6.82,40,22,98,7,310,1998,135,"2,906",55.833,-159.283,55 50.07,159 16.98,1
2000,5021,Standard grid,28-Jul-00,20001145,2000,108,"2,111",176,19,7.03,78,50,101,7,290,1998,127,"2,287",56.5,-155.65,56 30.00,155 39.00,1
2000,5192,Standard grid,25-Jul-00,20001180,2000,19,373,86,10,7.03,211,43,100,7,340,1998,29,459,54.167,-162.417,54 10.34,162 24.57,1
2000,4007,Standard grid,6-Jun-00,20000021,2000,52,"2,267",364,44,6.96,67,65,100,7,185,1998,96,"2,630",58.167,-137.183,58 10.00,137 11.07,1
2000,5178,Standard grid,26-Jun-00,20000381,2000,172,"3,701",351,38,6.89,93,88,98,7,320,1998,210,"4,052",55.5,-159.567,55 29.99,159 34.20,1
2000,6009,Standard grid,7-Aug-00,20000957,2000,273,"6,955",206,23,6.96,90,84,99,7,"523,171",1998,296,"7,162",52.717,-171.367,52 42.95,171 22.57,1
2000,5207,Standard grid,23-Jun-00,20000373,2000,41,862,89,11,6.96,77,76,99,7,330,1998,52,951,54.5,-160.717,54 30.09,160 43.06,1
2000,4352,Standard grid,22-Jun-00,20001165,2000,63,"2,078",360,48,7.03,38,19,101,7,271,1998,111,"2,439",58.667,-153.383,58 40.00,153 23.06,1
2000,2045,Standard grid,24-Jul-00,20000969,2000,44,"1,435",95,10,6.89,71,61,100,7,90,1998,54,"1,531",50.833,-129.267,50 49.97,129 16.02,1
2000,6105,Standard grid,20-Jun-00,20001367,2000,25,365,262,33,7.03,62,59,100,7,"520,173",1998,58,627,52.333,-173.883,52 20.42,173 53.11,1
2000,4167,Standard grid,10-Jul-00,20000800,2000,104,"2,986",305,38,6.75,69,66,98,7,240,1998,142,"3,291",59.333,-147.567,59 20.01,147 34.00,1
2000,5017,Standard grid,8-Aug-00,20001195,2000,88,"2,398",397,46,6.89,42,35,100,7,290,1998,134,"2,795",56.333,-154.467,56 19.00,154 28.20,1
2000,4355,Standard grid,20-Aug-00,20001341,2000,79,"1,686",312,37,7.1,96,87,101,7,271,1998,116,"1,998",58.833,-153.067,58 50.00,153 04.04,1
2000,2104,Standard grid,13-Aug-00,20001059,2000,39,651,196,23,6.96,108,83,100,7,102,1998,62,848,52.167,-130.05,52 09.98,130 03.00,1
2000,2076,Standard grid,15-Aug-00,20001065,2000,32,463,192,22,6.96,58,49,100,7,102,1998,54,655,51.667,-129.517,51 40.02,129 30.95,1
2000,2062,Standard grid,27-Aug-00,20001075,2000,30,578,19,2,6.89,133,115,99,7,91,1998,32,597,51.333,-129.25,51 20.00,129 15.12,1
2000,5116,Standard grid,10-Jun-00,20000386,2000,118,"2,296",177,18,6.96,102,90,99,7,300,1998,136,"2,472",55.5,-156.633,55 29.95,156 37.90,1
2000,4042,Standard grid,3-Jul-00,20000434,2000,61,"1,912",351,43,6.96,95,93,100,7,200,1998,104,"2,263",58.833,-140.017,58 50.00,140 01.29,1
2000,6023,Standard grid,14-Aug-00,20001090,2000,95,"1,699",318,40,6.96,64,57,99,7,370,1998,135,"2,018",53.167,-167.2,53 10.00,167 11.98,1
2000,4233,Standard grid,23-Jul-00,20000609,2000,131,"3,365",210,23,6.89,92,67,99,7,260,1998,154,"3,574",59,-151.15,59 00.00,151 09.09,1
2000,5098,Standard grid,13-Jun-00,20000396,2000,78,"1,315",144,16,6.89,130,87,99,7,310,1998,94,"1,460",55,-157.25,55 00.00,157 15.06,1
2000,5237,Standard grid,30-Jun-00,20001111,2000,127,"2,242",163,18,6.96,113,109,100,7,300,1998,145,"2,406",55.5,-156.05,55 30.00,156 04.11,1
2000,3103,Standard grid,3-Jun-00,20000010,2000,124,"2,760",526,62,6.96,97,90,100,7,170,1998,186,"3,287",57.333,-136.217,57 20.00,136 12.02,1
2000,5183,Standard grid,10-Jun-00,20000260,2000,95,"2,171",168,19,6.82,71,70,98,7,320,1998,114,"2,339",55.667,-159.867,55 40.07,159 52.03,1
2000,7007,Standard grid,16-Jul-00,20000660,2000,7,100,48,5,6.89,184,180,99,7,"543,165",1998,12,148,54.667,-165.717,54 40.03,165 42.75,1
2000,5257,Standard grid,17-Jun-00,20001144,2000,70,"1,486",180,21,7.1,114,84,101,7,300,1998,91,"1,666",56.167,-156.583,56 10.00,156 34.86,1
2000,3079,Standard grid,5-Jul-00,20000468,2000,52,"1,692",143,17,7.03,88,83,100,7,160,1998,69,"1,836",56.333,-135.233,56 19.62,135 13.47,1
2000,4071,Standard grid,9-Jul-00,20000560,2000,79,"2,232",212,26,6.96,125,113,100,7,210,1998,105,"2,443",59.333,-141.967,59 20.00,141 58.17,1
2000,4280,Standard grid,3-Jul-00,20001234,2000,84,"2,255",34,4,6.89,95,90,99,7,260,1998,88,"2,289",58.5,-151.45,58 29.91,151 27.09,1
2000,4236,Standard grid,17-Jul-00,20000583,2000,121,"3,065",145,19,6.96,71,62,99,7,260,1998,140,"3,210",59.167,-150.5,59 09.96,150 30.01,1
2000,4016,Standard grid,25-Jun-00,20000414,2000,135,"2,420","1,194",149,6.96,71,70,100,7,185,1998,284,"3,614",58.333,-138.117,58 20.00,138 07.16,1
2000,4136,Standard grid,13-Aug-00,20001218,2000,36,636,68,7,6.82,206,144,100,7,242,1998,43,704,60.167,-147.85,60 10.02,147 50.99,1
2000,3107,Standard grid,9-Jun-00,20000121,2000,51,"1,222",62,8,7.03,185,173,100,7,173,1998,59,"1,284",57.667,-133.75,57 40.00,133 44.84,1
2000,4054,Standard grid,6-Jul-00,20000442,2000,33,"1,502",142,17,7.03,87,84,100,7,200,1998,50,"1,644",59,-140.333,59 00.00,140 19.92,1
2000,4364,Standard grid,11-Jun-00,20000217,2000,38,"1,034",284,36,7.03,50,44,101,7,261,1998,74,"1,318",59.167,-153.1,59 09.99,153 06.36,1
2000,7008,Standard grid,16-Jul-00,20000659,2000,36,542,186,21,6.89,185,177,99,7,"543,166",1998,57,727,54.667,-166.017,54 39.96,166 00.02,1
2000,3053,Standard grid,25-Jun-00,20000330,2000,113,"3,377",336,40,7.03,110,107,100,7,150,1998,153,"3,713",55.5,-134.617,55 29.91,134 37.16,1
2000,2161,Standard grid,30-Jul-00,20000817,2000,18,272,67,8,6.96,104,94,100,7,132,1998,26,338,54.333,-131.717,54 20.00,131 43.03,1
2000,2046,Standard grid,23-Jul-00,20000963,2000,13,192,165,19,6.89,54,49,99,7,91,1998,32,357,51,-128.467,50 59.94,128 27.83,1
2000,5236,Standard grid,30-Jun-00,20001110,2000,70,"1,335",38,4,6.89,120,116,99,7,300,1998,74,"1,373",55.5,-155.75,55 30.00,155 45.24,1
2000,4225,Standard grid,26-Jul-00,20000614,2000,75,"1,825",36,4,6.96,99,80,99,7,260,1998,79,"1,861",58.833,-150.5,58 49.89,150 30.00,1
2000,5166,Standard grid,8-Jul-00,20001329,2000,81,"1,819",78,9,6.96,102,90,99,7,310,1998,90,"1,897",55.167,-158.4,55 10.04,158 24.07,1
2000,5255,Standard grid,3-Jun-00,20000202,2000,96,"2,312",48,5,6.96,133,98,100,7,300,1998,101,"2,360",56.167,-155.983,56 09.99,155 59.41,1
2000,5272,Standard grid,20-Jul-00,20001131,2000,220,"5,111",119,13,6.89,95,85,99,7,300,1998,233,"5,230",56.5,-157.467,56 30.00,157 27.96,1
2000,4363,Standard grid,13-Jun-00,20000225,2000,54,"1,186",92,12,7.1,78,75,101,7,261,1998,66,"1,277",59.167,-152.783,59 10.00,152 47.00,1
2000,5260,Standard grid,19-Jul-00,20001129,2000,55,"1,126",43,5,7.03,88,81,100,7,300,1998,60,"1,169",56.167,-157.483,56 10.00,157 28.89,1
2000,4300,Standard grid,10-Aug-00,20001005,2000,135,"3,650",189,20,6.96,80,64,100,7,280,1998,155,"3,839",56.667,-153.467,56 39.92,153 27.81,1
2000,4358,Standard grid,26-Jun-00,20001125,2000,50,"1,090",111,16,7.03,84,72,100,7,261,1998,66,"1,202",59,-152.45,59 00.00,152 27.19,1
2000,4134,Standard grid,21-Aug-00,20001024,2000,43,"1,097",313,38,6.82,55,43,100,7,230,1998,81,"1,410",60.167,-146.183,60 10.12,146 11.00,1
2000,4190,Standard grid,22-Jul-00,20000555,2000,4,197,0,0,6.82,82,41,99,7,240,1998,4,197,59.833,-148.2,59 49.94,148 12.00,1
2000,4224,Standard grid,27-Jul-00,20000615,2000,68,"1,776",19,2,6.96,89,87,99,7,260,1998,70,"1,795",58.833,-150.167,58 50.05,150 10.00,1
2000,2148,Standard grid,5-Aug-00,20000836,2000,38,932,133,17,6.89,26,23,98,7,121,1998,55,"1,065",53.667,-130.867,53 40.00,130 52.05,1
2000,4290,Standard grid,17-Aug-00,20001019,2000,168,"3,996",73,8,6.89,160,109,99,7,280,1998,176,"4,070",56.5,-152.55,56 29.99,152 33.64,1
2000,5280,Standard grid,5-Jun-00,20000207,2000,110,"2,815",221,25,6.89,86,80,99,7,290,1998,135,"3,036",57,-156.217,57 00.03,156 13.13,1
2000,3019,Standard grid,4-Jun-00,20000047,2000,75,"3,495",192,23,7.03,121,118,100,7,140,1998,98,"3,687",54.667,-134,54 40.05,133 59.86,1
2000,4351,Standard grid,22-Jun-00,20001164,2000,159,"3,337",389,46,6.96,91,85,101,7,271,1998,205,"3,726",58.667,-153.05,58 40.00,153 03.04,1
2000,5263,Standard grid,17-Jun-00,20001142,2000,115,"2,640",202,23,6.96,106,97,100,7,300,1998,138,"2,842",56.333,-156.567,56 20.00,156 34.22,1
2000,4335,Standard grid,6-Jun-00,20000210,2000,99,"1,904",368,42,6.96,116,113,100,7,281,1998,141,"2,272",57.833,-154.25,57 50.01,154 15.16,1
2000,4088,Standard grid,12-Jul-00,20000573,2000,141,"4,984",153,18,6.89,106,75,100,7,220,1998,159,"5,136",59.667,-143.617,59 40.00,143 36.74,1
2000,4210,Standard grid,3-Aug-00,20001394,2000,380,"7,441",238,26,6.89,80,74,98,7,250,1998,406,"7,679",58.5,-149.533,58 30.00,149 31.87,1
2000,6051,Standard grid,29-Jul-00,20000866,2000,35,527,561,83,7.03,63,61,100,7,350,1998,118,"1,087",53.833,-164.933,53 49.95,164 55.94,1
2000,5022,Standard grid,31-Jul-00,20001168,2000,105,"2,925",299,43,6.96,23,18,100,7,290,1998,148,"3,224",56.667,-155.033,56 40.00,155 00.29,1
2000,2140,Standard grid,14-Jul-00,20000696,2000,30,667,175,21,6.96,68,52,99,7,121,1998,51,842,53.333,-130.3,53 20.02,130 17.59,1
2000,2114,Standard grid,22-Jun-00,20000287,2000,16,272,66,7,6.96,83,77,99,7,112,1998,23,338,52.333,-130.867,52 20.03,130 51.98,1
2000,4349,Standard grid,22-Aug-00,20001347,2000,51,"1,354",150,20,5.16,65,41,98,5,271,1998,71,"1,504",58.5,-153.683,58 30.00,153 41.27,1
2000,6083,Standard grid,25-Jun-00,20001375,2000,43,998,194,25,7.03,102,86,100,7,420,1998,68,"1,192",51.833,-175.533,51 50.08,175 32.23,1
2000,6094,Standard grid,28-Jun-00,20001381,2000,49,"1,900",84,10,7.03,53,48,100,7,"520,173",1998,59,"1,984",52.167,-173.083,52 10.95,173 05.59,1
2000,2171,Standard grid,27-Jul-00,20000810,2000,29,696,148,17,6.89,76,57,99,7,133,1998,46,844,54.5,-131.433,54 30.00,131 26.25,1
2000,5038,Standard grid,7-Aug-00,20001190,2000,73,"1,494",103,11,6.96,111,85,100,7,290,1998,84,"1,597",57.167,-154.967,57 10.00,154 57.98,1
2000,5253,Standard grid,2-Jul-00,20001117,2000,116,"3,017",113,13,7.03,105,104,100,7,300,1998,129,"3,130",56,-156.6,55 59.98,156 36.14,1
2000,4348,Standard grid,22-Aug-00,20001390,2000,149,"3,200",274,30,7.03,100,96,100,7,271,1998,179,"3,474",58.5,-153.35,58 30.00,153 20.77,1
2000,6064,Standard grid,31-Jul-00,20000873,2000,59,"1,278",208,28,6.89,39,38,98,7,350,1998,87,"1,486",54.167,-164.117,54 10.06,164 07.01,1
2000,4086,Standard grid,11-Jul-00,20000568,2000,148,"4,269",184,23,7.03,119,101,100,7,220,1998,171,"4,453",59.667,-142.967,59 40.00,142 58.06,1
2000,5248,Standard grid,2-Jul-00,20001116,2000,81,"1,689",49,5,6.96,129,119,100,7,300,1998,86,"1,739",55.833,-156.6,55 50.00,156 36.27,1
2000,5276,Standard grid,20-Jul-00,20001133,2000,157,"3,765",275,33,7.1,87,47,101,7,300,1998,190,"4,040",56.667,-157.15,56 40.00,157 09.10,1
2000,3086,Standard grid,1-Jun-00,20000003,2000,54,"1,672",367,45,7.03,78,68,100,7,160,1998,99,"2,039",56.667,-135.567,56 40.00,135 34.00,1
2000,5172,Standard grid,13-Jun-00,20000270,2000,63,"1,429",60,7,6.96,98,94,99,7,320,1998,70,"1,489",55.333,-159.283,55 19.96,159 17.14,1
2000,5154,Standard grid,22-Jun-00,20000370,2000,87,"1,964",96,10,6.69,113,101,99,7,310,1998,97,"2,061",54.833,-158.417,54 50.08,158 24.85,1
2000,3067,Standard grid,14-Jul-00,20000480,2000,62,"2,953",115,15,7.03,81,26,100,7,151,1998,77,"3,068",56,-134.333,55 59.81,134 19.69,1
2000,4093,Standard grid,10-Jul-00,20000566,2000,63,"3,233",147,20,6.96,56,44,100,7,210,1998,83,"3,381",59.833,-142.3,59 50.00,142 18.20,1
2000,4294,Standard grid,8-Aug-00,20000999,2000,48,"1,673",88,11,7.03,48,32,100,7,280,1998,59,"1,762",56.5,-153.75,56 29.99,153 44.60,1
2000,6096,Standard grid,20-Jun-00,20001368,2000,57,"1,240",220,27,7.03,89,16,101,7,"520,173",1998,84,"1,460",52.167,-173.9,52 10.26,173 54.30,1
2000,4245,Standard grid,22-Aug-00,20001455,2000,181,"5,029",28,3,6.51,128,101,67,10,260,1998,184,"5,057",57.667,-150.15,57 40.07,150 08.99,1
2000,5181,Standard grid,14-Jul-00,20000601,2000,108,"2,210",57,6,6.96,82,81,99,7,310,1998,114,"2,267",55.667,-158.983,55 40.03,158 59.00,1
2000,5122,Standard grid,15-Jun-00,20000404,2000,97,"2,055",165,18,6.82,79,78,98,7,310,1998,115,"2,220",55.5,-158.4,55 30.00,158 24.07,1
2000,4038,Standard grid,20-Jun-00,20000107,2000,118,"1,775","1,197",146,7.03,67,65,100,7,190,1998,264,"2,972",58.833,-138.733,58 50.00,138 43.84,1
2000,2058,Standard grid,18-Jul-00,20000459,2000,14,260,115,12,6.96,58,36,100,7,91,1998,26,376,51.333,-128.183,51 20.05,128 10.98,1
2000,6012,Standard grid,6-Aug-00,20000954,2000,191,"4,551",202,22,7.03,102,75,100,7,"523,170",1998,213,"4,753",52.833,-170.267,52 49.95,170 16.12,1
2000,5048,Standard grid,23-Jul-00,20001140,2000,154,"2,938",157,17,6.96,167,160,100,7,290,1998,171,"3,095",57.5,-155.55,57 30.00,155 32.91,1
2000,2129,Standard grid,10-Jul-00,20000687,2000,94,"1,609",429,49,6.89,54,34,100,7,112,1998,143,"2,038",52.5,-131.133,52 30.02,131 08.20,1
2000,4216,Standard grid,5-Aug-00,20000901,2000,52,"1,045",124,15,6.82,80,70,98,7,250,1998,67,"1,168",58.667,-149.533,58 40.09,149 32.01,1
2000,6038,Standard grid,18-Aug-00,20001103,2000,44,"2,017",96,14,6.89,48,41,98,7,"533,167",1998,58,"2,113",53.5,-167.467,53 30.06,167 27.96,1
2000,3100,Standard grid,10-Jun-00,20000123,2000,66,"1,488",112,14,7.03,211,166,100,7,163,1998,80,"1,600",57.333,-133.75,57 20.02,133 45.11,1
2000,6077,Standard grid,26-Jul-00,20000944,2000,82,"2,195",214,28,7.03,42,37,100,7,430,1998,110,"2,408",51.667,-178.217,51 40.05,178 13.35,1
2000,4067,Standard grid,20-Jul-00,20000497,2000,18,724,89,11,6.96,80,75,100,7,200,1998,29,813,59.333,-140.65,59 20.00,140 38.89,1
2000,2151,Standard grid,20-Jul-00,20000711,2000,36,"1,116",77,9,6.89,54,40,98,7,130,1998,45,"1,194",54,-133.417,54 00.00,133 25.44,1
2000,3012,Standard grid,21-Jun-00,20000317,2000,82,"2,152",196,23,7.1,133,73,101,7,142,1998,105,"2,348",54.667,-131.983,54 39.92,131 58.86,1
2000,4070,Standard grid,9-Jul-00,20000559,2000,27,905,85,10,6.96,102,102,100,7,210,1998,37,990,59.333,-141.633,59 20.00,141 38.15,1
2000,3044,Standard grid,24-Jun-00,20000327,2000,92,"2,056",353,40,7.1,118,112,101,7,140,1998,132,"2,409",55,-134.3,55 00.02,134 17.90,1
2000,4374,Standard grid,9-Jun-00,20000212,2000,90,"2,783",187,21,6.96,45,37,100,7,261,1998,111,"2,970",59.667,-152.5,59 39.99,152 30.84,1
2000,2119,Standard grid,7-Aug-00,20000981,2000,38,"1,002",107,12,6.96,76,60,99,7,112,1998,50,"1,109",52.5,-130.583,52 29.96,130 34.86,1
2000,5140,Standard grid,5-Jun-00,20000041,2000,68,"2,358",302,44,6.89,55,29,98,7,300,1998,112,"2,660",56.333,-158.067,56 19.90,158 03.96,1
2000,3064,Standard grid,6-Jul-00,20000472,2000,126,"3,641",132,16,7.03,129,112,100,7,150,1998,142,"3,773",55.833,-135.217,55 50.20,135 12.87,1
2000,5238,Standard grid,1-Jul-00,20001114,2000,124,"2,707",131,15,6.89,119,116,99,7,300,1998,139,"2,838",55.5,-156.333,55 30.00,156 20.06,1
2000,3089,Standard grid,2-Jun-00,20000006,2000,99,"1,877",459,55,6.96,104,95,100,7,160,1998,154,"2,336",56.833,-135.867,56 50.00,135 51.95,1
2000,3063,Standard grid,6-Jul-00,20000473,2000,117,"4,288",244,30,7.03,101,91,100,7,150,1998,147,"4,532",55.833,-134.917,55 50.16,134 55.16,1
2000,5138,Standard grid,5-Jun-00,20000039,2000,72,"2,606",45,6,6.96,125,71,99,7,300,1998,78,"2,651",56.167,-157.783,56 09.93,157 47.33,1
2000,6026,Standard grid,15-Aug-00,20001095,2000,9,239,393,61,6.96,39,33,99,7,370,1998,70,631,53.167,-168.033,53 10.02,168 01.89,1
2000,5270,Standard grid,20-Jun-00,20001155,2000,85,"2,014",216,24,7.03,114,101,101,7,300,1998,109,"2,230",56.5,-156.55,56 30.00,156 32.86,1
2000,2092,Standard grid,15-Jul-00,20000449,2000,5,161,0,0,1.99,172,147,99,2,102,1998,5,161,51.833,-130.583,51 49.01,130 33.22,1
2000,4347,Standard grid,22-Jun-00,20001163,2000,106,"1,851",219,24,6.96,96,92,100,7,271,1998,130,"2,070",58.5,-153.033,58 30.00,153 01.83,1
2000,3058,Standard grid,24-Jul-00,20000636,2000,75,"2,903",86,11,7.03,109,105,100,7,150,1998,86,"2,988",55.667,-134.917,55 40.20,134 55.09,1
2000,6045,Standard grid,18-Aug-00,20001105,2000,40,"1,647",146,20,6.96,56,19,99,7,"533,167",1998,60,"1,793",53.667,-167.183,53 40.08,167 10.97,1
2000,5265,Standard grid,19-Jun-00,20001153,2000,105,"2,331",92,10,6.96,96,93,99,7,300,1998,115,"2,423",56.333,-157.167,56 20.01,157 10.10,1
2000,2048,Standard grid,26-Aug-00,20001071,2000,3,52,43,5,6.89,46,42,100,7,91,1998,8,95,51,-129,50 59.99,128 59.90,1
2000,2115,Standard grid,2-Jul-00,20000245,2000,9,390,102,12,6.89,69,39,99,7,102,1998,21,492,52.5,-129.533,52 30.25,129 32.59,1
2000,3049,Standard grid,22-Jul-00,20000632,2000,91,"2,907",150,17,7.03,101,98,100,7,150,1998,108,"3,057",55.333,-134.317,55 20.14,134 19.25,1
2000,5243,Standard grid,2-Jul-00,20001115,2000,76,"1,875",48,5,6.89,138,130,99,7,300,1998,81,"1,924",55.667,-156.617,55 40.00,156 37.04,1
2000,3091,Standard grid,12-Jun-00,20000130,2000,21,418,66,8,6.96,191,175,100,7,162,1998,29,484,57,-134.35,56 59.99,134 20.86,1
2000,6081,Standard grid,22-Jun-00,20001371,2000,76,"1,389",377,44,6.96,127,95,100,7,420,1998,120,"1,766",51.833,-175,51 50.43,175 00.58,1
2000,6095,Standard grid,27-Jun-00,20001380,2000,43,"1,101",98,13,7.03,51,48,100,7,"520,173",1998,56,"1,199",52.167,-173.35,52 11.12,173 21.59,1
2000,4003,Standard grid,28-Jun-00,20000425,2000,45,"1,088",37,4,6.89,154,89,99,7,185,1998,49,"1,125",58,-137.2,58 00.00,137 11.59,1
2000,4124,Standard grid,25-Aug-00,20001036,2000,8,144,9,1,6.75,91,82,99,7,240,1998,9,153,59.833,-147.217,59 49.96,147 12.98,1
2000,3080,Standard grid,5-Jul-00,20000469,2000,115,"2,787",171,22,7.03,110,109,100,7,160,1998,137,"2,958",56.333,-135.533,56 19.52,135 31.79,1
2000,4176,Standard grid,29-Jul-00,20000743,2000,36,"1,101",121,15,6.89,63,59,100,7,240,1998,51,"1,222",59.5,-147.883,59 29.95,147 53.05,1
2000,3105,Standard grid,13-Jun-00,20000133,2000,39,801,193,23,7.03,220,48,100,7,171,1998,62,993,57.517,-134.633,57 31.16,134 38.00,1
2000,4339,Standard grid,16-Aug-00,20001331,2000,100,"1,841",284,32,6.82,110,109,99,7,281,1998,132,"2,125",58,-153.933,58 00.00,153 56.25,1
2000,6070,Standard grid,26-Jul-00,20000943,2000,142,"3,277",349,45,6.96,105,53,99,7,440,1998,187,"3,626",51.5,-178.483,51 30.73,178 29.61,1
2000,2099,Standard grid,23-Jun-00,20000293,2000,49,"1,296",170,19,6.89,134,84,99,7,112,1998,68,"1,466",52,-130.867,51 59.99,130 51.93,1
2000,4282,Standard grid,3-Jul-00,20001233,2000,28,734,7,1,4.43,104,100,99,5,260,1998,29,741,58.667,-151.45,58 39.95,151 24.51,1
2000,2120,Standard grid,7-Aug-00,20000979,2000,49,"1,550",232,27,6.96,74,52,99,7,112,1998,76,"1,782",52.5,-130.867,52 30.02,130 52.11,1
2000,6075,Standard grid,25-Jul-00,20000940,2000,107,"3,339",398,53,7.1,72,47,101,7,430,1998,160,"3,737",51.667,-177.15,51 40.09,177 09.50,1
2000,2075,Standard grid,4-Jun-00,20000062,2000,32,572,295,35,6.89,33,26,100,7,102,1998,67,867,51.667,-129.25,51 39.99,129 15.28,1
2000,2132,Standard grid,11-Jul-00,20000689,2000,48,"1,035",317,36,6.82,47,34,98,7,112,1998,84,"1,352",52.667,-131.133,52 40.03,131 08.11,1
2000,6002,Standard grid,9-Aug-00,20000961,2000,219,"8,749",122,15,6.89,132,126,98,7,380,1998,234,"8,872",52.5,-169.967,52 30.00,169 57.98,1
2000,2160,Standard grid,31-Jul-00,20000818,2000,2,27,28,3,6.82,95,89,99,7,133,1998,5,55,54.333,-131.433,54 20.00,131 26.00,1
2000,3104,Standard grid,10-Jun-00,20000122,2000,31,718,43,7,7.03,169,78,100,7,173,1998,38,761,57.5,-133.75,57 30.00,133 45.17,1
2000,4261,Standard grid,12-Jul-00,20001356,2000,31,484,53,6,6.96,129,120,99,7,260,1998,37,537,58,-150.15,58 00.04,150 09.12,1
2000,4057,Standard grid,21-Jul-00,20000502,2000,49,968,437,52,7.03,74,66,100,7,200,1998,101,"1,405",59.167,-139.683,59 10.00,139 41.33,1
2000,2156,Standard grid,22-Jul-00,20000716,2000,26,703,93,12,6.82,42,15,99,7,130,1998,38,795,54.167,-133.15,54 10.00,133 09.53,1
2000,6036,Standard grid,12-Aug-00,20001082,2000,39,621,238,28,6.89,74,73,98,7,360,1998,67,859,53.5,-166.067,53 30.00,166 03.89,1
2000,6079,Standard grid,21-Jun-00,20001369,2000,151,"2,884",252,31,6.96,156,86,99,7,410,1998,182,"3,135",51.833,-174.45,51 50.35,174 26.91,1
2000,4359,Standard grid,26-Jun-00,20001126,2000,85,"2,166",144,17,6.96,94,89,100,7,271,1998,102,"2,310",59,-152.767,59 00.00,152 46.22,1
2000,4260,Standard grid,31-Aug-00,20001468,2000,153,"3,826",146,16,6.8,133,124,70,10,260,1998,169,"3,972",58,-149.85,57 59.91,149 51.09,1
2000,4360,Standard grid,11-Jun-00,20000219,2000,45,"1,269",67,8,7.1,86,83,101,7,261,1998,53,"1,336",59,-153.083,59 00.01,153 05.05,1
2000,4343,Standard grid,21-Aug-00,20001345,2000,24,401,79,8,5.07,124,114,100,5,281,1998,32,481,58.167,-153.95,58 10.00,153 57.02,1
2000,4149,Standard grid,24-Jun-00,20000758,2000,106,"2,974",6,1,5.36,152,148,99,6,240,1998,107,"2,980",58.833,-148.25,58 50.15,148 14.99,1
2000,4098,Standard grid,12-Jul-00,20000572,2000,19,685,139,18,6.96,54,49,100,7,220,1998,37,825,59.833,-143.967,59 50.00,143 58.14,1
